Id,Burg,Province,Province Full Name,State,State Full Name,Culture,Religion,Group,Population,X,Y,Latitude,Longitude,Elevation (m),Temperature,Temperature likeness,Capital,Port,Citadel,Walls,Plaza,Temple,Shanty Town,Emblem,Preview link
566,Wiedenbach,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,1274,534.5817260742188,261.0999450683594,21.69,-38.83,169,23°C,Rio de Janeiro (Brazil),,,,,,,,{t1:argent;ordinaries:[{ordinary:cross;t:vert;line:straight}];charges:[{charge:donkeyHeadCaboshed;t:vert;p:acgi;t2:azure;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Wiedenbach&population=1274&size=14&seed=8820546000566&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
567,Freuten,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,182,523.8209838867188,255.09393310546875,23.26,-41.65,324,20°C,Alexandria (Egypt),,,,,,,,{t1:azure;charges:[{charge:crossFourchy;t:argent;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Freuten&population=182&size=7&seed=8820546000567&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
568,Schonigsburg,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,442,507.0542297363281,248.58741760253906,24.96,-46.03,625,17°C,Lisbon (Portugal),,,,,,,,{t1:argent;charges:[{charge:wasp;t:sable;p:e;t2:sable;t3:gules;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Schonigsburg&population=442&size=10&seed=8820546000568&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
569,Rench,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,367,487.5346984863281,258.096923828125,22.47,-51.14,1225,14°C,Washington (D.C.),,,,,,,,{t1:gules;charges:[{charge:wyvernWithWingsDisplayed;t:or;p:e;t2:argent;t3:or;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Rench&population=367&size=9&seed=8820546000569&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
570,Geilermers,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,22,486.53369140625,271.8606872558594,18.87,-51.4,1225,16°C,Dubrovnik (Croatia),,,citadel,,,,,{t1:sable;ordinaries:[{ordinary:pileInBend;t:argent}];charges:[{charge:horseRampant;t:argent;p:cg;t2:argent;t3:argent;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Geilermers&population=22&size=6&seed=8820546000570&river=0&coast=0&farms=0&citadel=1&urban_castle=1&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
571,Horheim,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,1027,508.80596923828125,270.85968017578125,19.14,-45.58,784,19°C,Marrakesh (Morocco),,,citadel,,,,,{t1:argent;ordinaries:[{ordinary:terrace;t:gules;line:straight}];charges:[{charge:key;t:gules;p:def;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Horheim&population=1027&size=13&seed=8820546000571&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
572,Berzellden,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,31,490.2874450683594,287.876708984375,14.68,-50.42,961,21°C,Tegucigalpa (Honduras),,,,walls,,,,{t1:gules;charges:[{charge:wheatStalk;t:or;p:abc;t2:or;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Berzellden&population=31&size=6&seed=8820546000572&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
573,Ettnauten,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,930,487.7849426269531,301.6404724121094,11.08,-51.08,1600,18°C,Barcelona (Spain),,,,,,,,{t1:gules;charges:[{charge:bowWithThreeArrows;t:argent;p:e;t2:argent;t3:argent;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Ettnauten&population=930&size=13&seed=8820546000573&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
574,Furtnau,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,1455,473.27044677734375,308.397216796875,9.31,-54.87,2304,13°C,Milan (Italy),,,,,,,,{t1:gules;division:{division:perFess;t:or;line:straight};charges:[{charge:mulletFaceted;t:argent;p:e;divided:field;size:1.5};{charge:boarRampant;t:azure;p:e;divided:division;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Furtnau&population=1455&size=15&seed=8820546000574&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
575,Glatters,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,7323,470.5177001953125,322.1609802246094,5.71,-55.59,1764,18°C,Barcelona (Spain),,,,,,,,{t1:or;charges:[{charge:bugleHorn;t:vert;p:e;t2:vert;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Glatters&population=7323&size=27&seed=8820546000575&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
576,Furtwangen,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,305,468.51568603515625,336.1750183105469,2.05,-56.12,1024,22°C,Guangzhou (China),,,,,,,,{t1:purpure;ordinaries:[{ordinary:chevron;t:or}];charges:[{charge:bow;t:purpure;p:ach;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Furtwangen&population=305&size=8&seed=8820546000576&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
577,Schopelfach,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,281,449.24639892578125,342.9317626953125,0.28,-61.16,2116,15°C,Rome (Italy),,,,,,,,{t1:or;ordinaries:[{ordinary:pale;t:azure;line:archedReversed}];charges:[{charge:eagle;t:or;p:e;t2:or;t3:azure;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Schopelfach&population=281&size=8&seed=8820546000577&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
578,Bosin,Osinbach,Osinbach Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,688,440.2373962402344,327.416259765625,4.34,-63.52,2500,13°C,Milan (Italy),,,,,,,,{t1:azure;ordinaries:[{ordinary:fess;t:argent;line:straight}];charges:[{charge:mascle;t:vert;p:e;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Bosin&population=688&size=11&seed=8820546000578&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
579,Dachsteig,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,496,453.5006408691406,319.90875244140625,6.3,-60.05,2704,10°C,London (England),,,citadel,,,,,{t1:or;ordinaries:[{ordinary:pale;t:purpure;line:straight}];charges:[{charge:sword;t:or;p:e;t2:or;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Dachsteig&population=496&size=10&seed=8820546000579&river=0&coast=0&farms=0&citadel=1&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
580,Schutnautach,Schapfheimia,Schapfheimia Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,394,459.50665283203125,297.1359558105469,12.26,-58.47,3600,4°C,Reykjavik (Iceland),,,,,,,,{t1:or;charges:[{charge:grapeBunch;t:azure;p:e;t2:azure;t3:gules;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Schutnautach&population=394&size=9&seed=8820546000580&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
581,Senauhenau,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,115,465.5126647949219,280.36920166015625,16.65,-56.9,2209,13°C,Milan (Italy),,,,walls,,,,{t1:argent;division:{division:chevronny;t:purpure};charges:[{charge:tower;t:gules;p:jln;t2:gules;divided:counter;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Senauhenau&population=115&size=6&seed=8820546000581&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
582,Pfalztal,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,1046,446.743896484375,268.8576965332031,19.66,-61.81,2304,9°C,Copenhagen (Denmark),,,,,,,,{t1:sable;charges:[{charge:fountain;t:azure;p:jln;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Pfalztal&population=1046&size=13&seed=8820546000582&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
583,Schalzach,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,58,425.7228698730469,265.85467529296875,20.44,-67.31,1764,13°C,Milan (Italy),,,,,,,,{t1:bendySinister-azure-or-smaller;ordinaries:[{ordinary:bordure;t:argent}];shield:pavise},https://watabou.github.io/city-generator/?name=Schalzach&population=58&size=6&seed=8820546000583&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
584,Kipfheim,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,4028,395.1923522949219,280.61944580078125,16.58,-75.3,961,21°C,Tegucigalpa (Honduras),,,,,,,,{t1:azure;division:{division:perFess;t:or;line:straight};charges:[{charge:mullet6;t:argent;p:k;size:0.7};{charge:frog;t:gules;p:n;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Kipfheim&population=4028&size=22&seed=8820546000584&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
585,Doberbach,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,355,400.6978454589844,298.38720703125,11.93,-73.86,2304,12°C,Paris (France),,,,,,,,{t1:gules;charges:[{charge:raven;t:sable;p:kn;t2:sable;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Doberbach&population=355&size=9&seed=8820546000585&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
586,Elzheim,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,174,405.7028503417969,317.90673828125,6.83,-72.55,2401,12°C,Paris (France),,,,,,,,{t1:argent;ordinaries:[{ordinary:crossParted;t:purpure;line:engrailed}];charges:[{charge:eagle;t:or;p:e;t2:or;t3:azure;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Elzheim&population=174&size=7&seed=8820546000586&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
587,Waldsberg,Osinbach,Osinbach Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,49,420.7178649902344,321.9107360839844,5.78,-68.62,4225,2°C,Anchorage (Alaska),,,,,,,,{t1:or;division:{division:gyronny;t:vert};charges:[{charge:griffinRampant;t:azure;p:e;t2:azure;t3:sable;divided:counter;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Waldsberg&population=49&size=6&seed=8820546000587&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
588,Wieier,Osinbach,Osinbach Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,4608,418.96612548828125,338.42724609375,1.46,-69.08,2704,11°C,Antwerp (Belgium),,,,,,,,{t1:vert;charges:[{charge:lozengeFaceted;t:or;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Wieier&population=4608&size=23&seed=8820546000588&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
589,Utlin,Osinbach,Osinbach Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,203,425.7228698730469,351.9407653808594,-2.08,-67.31,1600,19°C,Marrakesh (Morocco),,,,,,,,{t1:gules;charges:[{charge:lionPassant;t:or;p:abcpqh;t2:or;t3:or;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Utlin&population=203&size=7&seed=8820546000589&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
590,Bingen,Osinbach,Osinbach Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,10,396.944091796875,355.69451904296875,-3.06,-74.84,1681,18°C,Barcelona (Spain),,,,,,,,{t1:purpure;division:{division:perBend;t:argent;line:straight};ordinaries:[{ordinary:bar;t:or;line:straight}];charges:[{charge:goutte;t:azure;p:def;size:0.3}];shield:pavise},https://watabou.github.io/city-generator/?name=Bingen&population=10&size=6&seed=8820546000590&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
591,Rasruben,Osinbach,Osinbach Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,219,389.18634033203125,341.4302673339844,0.67,-76.87,2704,11°C,Antwerp (Belgium),,,,,,,,{t1:semy_of_crossOrthodox-or-gules-small;division:{division:perPile;t:vert;line:straight};shield:pavise},https://watabou.github.io/city-generator/?name=Rasruben&population=219&size=7&seed=8820546000591&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
592,Hasburg,Osinbach,Osinbach Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,56,406.703857421875,331.6705017089844,3.23,-72.29,1521,19°C,Marrakesh (Morocco),,,,,,,,{t1:sable;ordinaries:[{ordinary:bordure;t:or}];shield:pavise},https://watabou.github.io/city-generator/?name=Hasburg&population=56&size=6&seed=8820546000592&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
593,Schopbach,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,92,377.9250793457031,314.6534729003906,7.68,-79.82,961,22°C,Guangzhou (China),,,,,,,,{t1:vert;charges:[{charge:quatrefoil;t:or;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Schopbach&population=92&size=6&seed=8820546000593&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
594,Inzgradefenb,Osinbach,Osinbach Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,169,371.4185791015625,333.6725158691406,2.7,-81.52,324,27°C,Mogadishu (Somalia),,,,,,,,{t1:or;division:{division:perPale;t:sable;line:straight};charges:[{charge:cannon;t:azure;p:pq;t2:azure;divided:counter;size:0.7}];shield:pavise},https://watabou.github.io/city-generator/?name=Inzgradefenb&population=169&size=7&seed=8820546000594&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
595,Schom,Osinbach,Osinbach Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,2577,363.66082763671875,353.4422607421875,-2.47,-83.55,144,28°C,Bangkok (Thailand),,,,,,,,{t1:purpure;charges:[{charge:key;t:argent;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Schom&population=2577&size=19&seed=8820546000595&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
596,Neusen,Osinbach,Osinbach Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,279,357.154296875,331.4202575683594,3.29,-85.25,144,28°C,Bangkok (Thailand),,,,,,,,{t1:vert;charges:[{charge:camel;t:argent;p:e;t2:argent;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Neusen&population=279&size=8&seed=8820546000596&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
597,Lauhaulach,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,286,357.6548156738281,306.3952331542969,9.84,-85.12,121,27°C,Mogadishu (Somalia),,,,,,,,{t1:or;ordinaries:[{ordinary:pale;t:purpure;line:straight}];charges:[{charge:crossPatonce;t:purpure;p:y;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Lauhaulach&population=286&size=8&seed=8820546000597&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
598,Tiler,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,6549,357.6548156738281,291.6304626464844,13.7,-85.12,225,26°C,Jakarta (Indonesia),,,,,,,,{t1:or;division:{division:perCross;t:sable;line:straight};charges:[{charge:goutte;t:azure;p:j;divided:counter;size:0.6}];shield:pavise},https://watabou.github.io/city-generator/?name=Tiler&population=6549&size=26&seed=8820546000598&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
599,Rench,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,270,371.1683349609375,283.1219482421875,15.93,-81.59,256,25°C,Miami (USA),,,,walls,,,,{t1:azure;division:{division:perFess;t:argent;line:rayonne};charges:[{charge:crescent;t:or;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Rench&population=270&size=8&seed=8820546000599&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=1&shantytown=0&style=natural
600,Enzklosburg,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,1677,381.1783447265625,290.12896728515625,14.09,-78.97,576,23°C,Rio de Janeiro (Brazil),,,,,,,,{t1:azure;ordinaries:[{ordinary:chevron;t:argent}];shield:pavise},https://watabou.github.io/city-generator/?name=Enzklosburg&population=1677&size=16&seed=8820546000600&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=1&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
601,Sinzgragold,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,1064,380.6778259277344,265.85467529296875,20.44,-79.1,784,19°C,Marrakesh (Morocco),,,,,,,,{t1:argent;ordinaries:[{ordinary:bend;t:azure;line:straight}];charges:[{charge:spear;t:sable;p:cg;t2:azure;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Sinzgragold&population=1064&size=13&seed=8820546000601&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
602,Weiberach,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Mystra,cities,51,403.2003479003906,252.34117126464844,23.98,-73.21,441,19°C,Marrakesh (Morocco),,,,,,,,{t1:azure;ordinaries:[{ordinary:quarter;t:argent}];charges:[{charge:bow;t:sable;p:j;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Weiberach&population=51&size=6&seed=8820546000602&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
603,Otlin,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,108,424.22137451171875,251.59042358398438,24.18,-67.71,1369,12°C,Paris (France),,,,,,,,{t1:gules;charges:[{charge:mulletPierced;t:argent;p:ABCDEFGHIJKL;size:0.18};{charge:stirrup;t:argent;p:e;size:1.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Otlin&population=108&size=6&seed=8820546000603&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
604,Hailertal,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,662,431.7288818359375,239.32815551757812,27.39,-65.74,2401,2°C,Anchorage (Alaska),,,,,,,,{t1:gules;ordinaries:[{ordinary:fess;t:or;line:dentilly}];charges:[{charge:castle;t:or;p:abc;t2:or;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Hailertal&population=662&size=11&seed=8820546000604&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
605,Kapel,Aiburg,Aiburg Province,Nosland,United Kingdom of Nosland,Weisin,Pelor,cities,768,436.2333984375,225.31414794921875,31.05,-64.56,2401,0°C,Murmansk (Russia),,,,,,,,{t1:vert;ordinaries:[{ordinary:fess;t:argent;line:straight}];charges:[{charge:raven;t:sable;p:def;t2:sable;size:0.5}];shield:pavise},https://watabou.github.io/city-generator/?name=Kapel&population=768&size=12&seed=8820546000605&river=0&coast=0&farms=0&citadel=0&urban_castle=0&hub=0&plaza=0&greens=0&temple=0&walls=0&shantytown=0&style=natural
